1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,0
12,0
13,0
14,0
15,0
16,0
17,0
18,0
19,0
20,0
21,0
22,0
23,0
24,0
25,0
26,0
27,0
28,0
29,0
30,0
31,0
32,0
33,0
34,0
35,1
36,2
37,2
38,2
39,7
40,3
41,5
42,13
43,19
44,12
45,21
46,40
47,37
48,43
49,47
50,51
51,55
52,68
53,70
54,84
55,120
56,143
57,151
58,171
59,176
60,196
61,238
62,266
63,307
64,372
65,393
66,424
67,479
68,548
69,611
70,652
71,779
72,855
73,993
74,1054
75,1222
76,1342
77,1491
78,1706
79,1795
80,2043
81,2338
82,2459
83,2840
84,3074
85,3355
86,4006
87,4337
88,4798
89,5723
90,6186
91,7275
92,8647
93,10346
94,12361
95,15724
96,20679
97,29463
98,49744
99,430916
