1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,0
12,0
13,0
14,0
15,0
16,0
17,0
18,0
19,0
20,0
21,0
22,0
23,0
24,0
25,0
26,0
27,0
28,0
29,0
30,0
31,0
32,0
33,0
34,0
35,0
36,2
37,1
38,6
39,2
40,5
41,9
42,15
43,10
44,22
45,34
46,29
47,33
48,48
49,35
50,49
51,58
52,49
53,101
54,107
55,118
56,132
57,144
58,164
59,186
60,218
61,281
62,270
63,298
64,325
65,408
66,458
67,600
68,658
69,734
70,939
71,993
72,1111
73,1285
74,1605
75,1944
76,2369
77,2627
78,3280
79,3881
80,5435
81,6820
82,9144
83,12940
84,15919
85,23665
86,37798
87,57523
88,89373
89,159229
90,301286
91,708552
92,1626464
93,4513080
